question,label
What are the treatments for Pyruvate kinase deficiency ?,treatment
What is (are) Pseudoachondroplasia ?,information
What are the symptoms of Pseudoachondroplasia ?,symptoms
Is Pseudoachondroplasia inherited ?,information
What is (are) Congenital sucrase-isomaltase deficiency ?,information
What are the symptoms of Congenital sucrase-isomaltase deficiency ?,symptoms
How to diagnose Congenital sucrase-isomaltase deficiency ?,tests
What are the treatments for Congenital sucrase-isomaltase deficiency ?,treatment
"What are the symptoms of Anti-plasmin deficiency, congenital ?",symptoms
What is (are) Scleroderma ?,information
What are the symptoms of Scleroderma ?,symptoms
What are the treatments for Scleroderma ?,treatment
What is (are) Hypotrichosis simplex ?,information
What are the symptoms of Hypotrichosis simplex ?,symptoms
What are the treatments for Hypotrichosis simplex ?,treatment
"What are the symptoms of Angioma serpiginosum, autosomal dominant ?",symptoms
What are the symptoms of X-linked hypohidrotic ectodermal dysplasia ?,symptoms
What is (are) Polycythemia vera ?,information
What are the symptoms of Polycythemia vera ?,symptoms
Is Polycythemia vera inherited ?,information
What are the treatments for Polycythemia vera ?,treatment
What are the symptoms of Aortic arch anomaly - peculiar facies - intellectual disability ?,symptoms
What are the symptoms of Reducing body myopathy ?,symptoms
What is (are) Pineal cyst ?,information
What are the symptoms of Pineal cyst ?,symptoms
What causes Pineal cyst ?,causes
What are the treatments for Pineal cyst ?,treatment
What is (are) Huntington disease ?,information
What are the symptoms of Huntington disease ?,symptoms
What causes Huntington disease ?,causes
Is Huntington disease inherited ?,information
How to diagnose Huntington disease ?,tests
What are the treatments for Huntington disease ?,treatment
What are the symptoms of Multiple epiphyseal dysplasia 2 ?,symptoms
"What are the symptoms of Holoprosencephaly, recurrent infections, and monocytosis ?",symptoms
What is (are) Blue rubber bleb nevus syndrome ?,information
What are the symptoms of Blue rubber bleb nevus syndrome ?,symptoms
What causes Blue rubber bleb nevus syndrome ?,causes
What are the treatments for Blue rubber bleb nevus syndrome ?,treatment
What are the symptoms of Preaxial polydactyly type 2 ?,symptoms
What are the symptoms of Keratoderma palmoplantar deafness ?,symptoms
What are the symptoms of Vitreoretinochoroidopathy dominant ?,symptoms
What is (are) Klumpke paralysis ?,information
What are the treatments for Klumpke paralysis ?,treatment
What is (are) Microscopic polyangiitis ?,information
What are the symptoms of Microscopic polyangiitis ?,symptoms
What causes Microscopic polyangiitis ?,causes
What are the treatments for Microscopic polyangiitis ?,treatment
What are the symptoms of Crisponi syndrome ?,symptoms
What are the symptoms of Familial hypocalciuric hypercalcemia type 2 ?,symptoms
What is (are) Tetralogy of Fallot ?,information
What are the symptoms of Tetralogy of Fallot ?,symptoms
What is (are) Erythema multiforme ?,information
What are the symptoms of Autosomal recessive palmoplantar keratoderma and congenital alopecia ?,symptoms
What are the symptoms of Idiopathic CD4 positive T-lymphocytopenia ?,symptoms
What are the symptoms of Xeroderma pigmentosum type 7 ?,symptoms
What are the symptoms of Leiner disease ?,symptoms
What is (are) Gamma aminobutyric acid transaminase deficiency ?,information
What is (are) Weaver syndrome ?,information
What are the symptoms of Weaver syndrome ?,symptoms
What is (are) Giant axonal neuropathy ?,information
What are the symptoms of Giant axonal neuropathy ?,symptoms
What is (are) Chromosome 8p deletion ?,information
What is (are) Barrett esophagus ?,information
What are the symptoms of Barrett esophagus ?,symptoms
What causes Barrett esophagus ?,causes
Is Barrett esophagus inherited ?,information
How to diagnose Barrett esophagus ?,tests
What are the treatments for Barrett esophagus ?,treatment
What is (are) Juvenile amyotrophic lateral sclerosis ?,information
What are the symptoms of Juvenile amyotrophic lateral sclerosis ?,symptoms
What causes Juvenile amyotrophic lateral sclerosis ?,causes
What are the treatments for Juvenile amyotrophic lateral sclerosis ?,treatment
What is (are) Hemifacial microsomia ?,information
What are the symptoms of Hemifacial microsomia ?,symptoms
What causes Hemifacial microsomia ?,causes
Is Hemifacial microsomia inherited ?,information
What are the treatments for Hemifacial microsomia ?,treatment
What is (are) Swyer-James syndrome ?,information
What are the symptoms of Swyer-James syndrome ?,symptoms
What causes Swyer-James syndrome ?,causes
What are the treatments for Swyer-James syndrome ?,treatment
What is (are) Axial spondylometaphyseal dysplasia ?,information
What are the symptoms of Axial spondylometaphyseal dysplasia ?,symptoms
What are the treatments for Axial spondylometaphyseal dysplasia ?,treatment
"What are the symptoms of Preaxial deficiency, postaxial polydactyly and hypospadias ?",symptoms
What is (are) Neonatal hemochromatosis ?,information
What are the symptoms of Neonatal hemochromatosis ?,symptoms
"What are the symptoms of Muscular dystrophy, congenital, infantile with cataract and hypogonadism ?",symptoms
What is (are) Lichen sclerosus ?,information
What are the symptoms of Lichen sclerosus ?,symptoms
What causes Lichen sclerosus ?,causes
What are the treatments for Lichen sclerosus ?,treatment
What are the symptoms of Charcot-Marie-Tooth disease type 2B2 ?,symptoms
What is (are) Mitochondrial complex II deficiency ?,information
What are the symptoms of Mitochondrial complex II deficiency ?,symptoms
Is Mitochondrial complex II deficiency inherited ?,information
What are the treatments for Mitochondrial complex II deficiency ?,treatment
What is (are) Cold agglutinin disease ?,information
What are the symptoms of Cold agglutinin disease ?,symptoms
What causes Cold agglutinin disease ?,causes
Is Cold agglutinin disease inherited ?,information
How to diagnose Cold agglutinin disease ?,tests
What are the treatments for Cold agglutinin disease ?,treatment
What is (are) Mal de debarquement ?,information
What are the treatments for Mal de debarquement ?,treatment
What is (are) Rh deficiency syndrome ?,information
What are the symptoms of Leber congenital amaurosis 10 ?,symptoms
What are the symptoms of Aphalangia partial with syndactyly and duplication of metatarsal IV ?,symptoms
What is (are) Klatskin tumor ?,information
What are the symptoms of Klatskin tumor ?,symptoms
What are the symptoms of Tibia absent polydactyly arachnoid cyst ?,symptoms
"What are the symptoms of Cataract, total congenital ?",symptoms
What are the symptoms of Familial glucocorticoid deficiency ?,symptoms
What are the symptoms of PCDH19-related female-limited epilepsy ?,symptoms
What is (are) Kernicterus ?,information
What are the symptoms of Kernicterus ?,symptoms
What is (are) Leber hereditary optic neuropathy with dystonia ?,information
What are the symptoms of Leber hereditary optic neuropathy with dystonia ?,symptoms
What is (are) GM1 gangliosidosis type 1 ?,information
What are the symptoms of GM1 gangliosidosis type 1 ?,symptoms
What is (are) Pudendal Neuralgia ?,information
What are the treatments for Pudendal Neuralgia ?,treatment
What is (are) Vernal keratoconjunctivitis ?,information
What are the treatments for Vernal keratoconjunctivitis ?,treatment
What are the symptoms of Syndactyly type 9 ?,symptoms
What is (are) Hallermann-Streiff syndrome ?,information
What are the symptoms of Hallermann-Streiff syndrome ?,symptoms
What causes Hallermann-Streiff syndrome ?,causes
Is Hallermann-Streiff syndrome inherited ?,information
How to diagnose Hallermann-Streiff syndrome ?,tests
What are the treatments for Hallermann-Streiff syndrome ?,treatment
What is (are) Rotor syndrome ?,information
What are the symptoms of Rotor syndrome ?,symptoms
What causes Rotor syndrome ?,causes
How to diagnose Rotor syndrome ?,tests
What are the treatments for Rotor syndrome ?,treatment
What is (are) PURA syndrome ?,information
What are the symptoms of Renal dysplasia diffuse cystic ?,symptoms
What are the symptoms of Deafness enamel hypoplasia nail defects ?,symptoms
What is (are) Mitochondrial neurogastrointestinal encephalopathy syndrome ?,information
What are the symptoms of Mitochondrial neurogastrointestinal encephalopathy syndrome ?,symptoms
How to diagnose Mitochondrial neurogastrointestinal encephalopathy syndrome ?,tests
What are the treatments for Mitochondrial neurogastrointestinal encephalopathy syndrome ?,treatment
What is (are) Catecholaminergic polymorphic ventricular tachycardia ?,information
What are the symptoms of Catecholaminergic polymorphic ventricular tachycardia ?,symptoms
What are the treatments for Catecholaminergic polymorphic ventricular tachycardia ?,treatment
What is (are) Nonspherocytic hemolytic anemia due to hexokinase deficiency ?,information
What are the symptoms of Nonspherocytic hemolytic anemia due to hexokinase deficiency ?,symptoms
What causes Nonspherocytic hemolytic anemia due to hexokinase deficiency ?,causes
Is Nonspherocytic hemolytic anemia due to hexokinase deficiency inherited ?,information
What are the treatments for Nonspherocytic hemolytic anemia due to hexokinase deficiency ?,treatment
What are the symptoms of Boomerang dysplasia ?,symptoms
What are the symptoms of Medium-chain 3-ketoacyl-coa thiolase deficiency ?,symptoms
What are the symptoms of Dermoids of cornea ?,symptoms
What are the symptoms of Kallmann syndrome 6 ?,symptoms
What are the symptoms of Familial encephalopathy with neuroserpin inclusion bodies ?,symptoms
"What are the symptoms of Whistling face syndrome, recessive form ?",symptoms
What is (are) Tetra-amelia syndrome ?,information
What are the symptoms of Tetra-amelia syndrome ?,symptoms
How to diagnose Tetra-amelia syndrome ?,tests
What are the symptoms of Langer mesomelic dysplasia ?,symptoms
What are the symptoms of Spondylometaphyseal dysplasia with cone-rod dystrophy ?,symptoms
What is (are) Prothrombin thrombophilia ?,information
What are the symptoms of Prothrombin thrombophilia ?,symptoms
Is Prothrombin thrombophilia inherited ?,information
How to diagnose Prothrombin thrombophilia ?,tests
What is (are) Wolffian tumor ?,information
What are the symptoms of Baraitser-Winter syndrome ?,symptoms
What is (are) Cogan-Reese syndrome ?,information
What are the symptoms of Der Kaloustian Mcintosh Silver syndrome ?,symptoms
"What are the symptoms of Nystagmus, congenital motor, autosomal recessive ?",symptoms
What are the symptoms of Thai symphalangism syndrome ?,symptoms
What are the symptoms of Radio-ulnar synostosis type 1 ?,symptoms
What is (are) Fetal hydantoin syndrome ?,information
What are the symptoms of Fetal hydantoin syndrome ?,symptoms
"What are the symptoms of Synovial chondromatosis, familial with dwarfism ?",symptoms
What are the symptoms of High molecular weight kininogen deficiency ?,symptoms
What are the symptoms of Palant cleft palate syndrome ?,symptoms
What is (are) Sialadenitis ?,information
What are the symptoms of Sialadenitis ?,symptoms
What causes Sialadenitis ?,causes
What are the treatments for Sialadenitis ?,treatment
What is (are) Cherubism ?,information
What are the symptoms of Cherubism ?,symptoms
What causes Cherubism ?,causes
Is Cherubism inherited ?,information
What is (are) Reactive arthritis ?,information
What are the symptoms of Reactive arthritis ?,symptoms
What are the symptoms of Omphalocele cleft palate syndrome lethal ?,symptoms
What is (are) Hydrocephalus due to congenital stenosis of aqueduct of sylvius ?,information
What are the symptoms of Hydrocephalus due to congenital stenosis of aqueduct of sylvius ?,symptoms
Is Hydrocephalus due to congenital stenosis of aqueduct of sylvius inherited ?,information
How to diagnose Hydrocephalus due to congenital stenosis of aqueduct of sylvius ?,tests
What are the treatments for Hydrocephalus due to congenital stenosis of aqueduct of sylvius ?,treatment
What are the symptoms of Ectrodactyly polydactyly ?,symptoms
"What are the symptoms of Progeroid syndrome, Penttinen type ?",symptoms
What is (are) Fanconi Bickel syndrome ?,information
What are the symptoms of Fanconi Bickel syndrome ?,symptoms
What are the treatments for Fanconi Bickel syndrome ?,treatment
What is (are) Down syndrome ?,information
What are the symptoms of Down syndrome ?,symptoms
What causes Down syndrome ?,causes
How to diagnose Down syndrome ?,tests
What are the treatments for Down syndrome ?,treatment
What are the symptoms of Nijmegen breakage syndrome ?,symptoms
"What are the symptoms of Vestibulocochlear dysfunction, progressive ?",symptoms
What are the symptoms of Camptodactyly syndrome Guadalajara type 1 ?,symptoms
What is (are) Churg Strauss syndrome ?,information
What are the symptoms of Churg Strauss syndrome ?,symptoms
What is (are) Lennox-Gastaut syndrome ?,information
What are the symptoms of Lennox-Gastaut syndrome ?,symptoms
What is (are) Carbon baby syndrome ?,information
"What are the symptoms of Heart-hand syndrome, Spanish type ?",symptoms
What is (are) Gerstmann-Straussler-Scheinker disease ?,information
What are the symptoms of Gerstmann-Straussler-Scheinker disease ?,symptoms
What causes Gerstmann-Straussler-Scheinker disease ?,causes
Is Gerstmann-Straussler-Scheinker disease inherited ?,information
How to diagnose Gerstmann-Straussler-Scheinker disease ?,tests
What are the treatments for Gerstmann-Straussler-Scheinker disease ?,treatment
What is (are) Hereditary cerebral hemorrhage with amyloidosis ?,information
What are the symptoms of Hereditary cerebral hemorrhage with amyloidosis ?,symptoms
What causes Hereditary cerebral hemorrhage with amyloidosis ?,causes
Is Hereditary cerebral hemorrhage with amyloidosis inherited ?,information
What are the treatments for Hereditary cerebral hemorrhage with amyloidosis ?,treatment
What is (are) Fragile X syndrome ?,information
What are the symptoms of Fragile X syndrome ?,symptoms
What causes Fragile X syndrome ?,causes
Is Fragile X syndrome inherited ?,information
How to diagnose Fragile X syndrome ?,tests
What are the treatments for Fragile X syndrome ?,treatment
What are the symptoms of Hyperthermia induced defects ?,symptoms
"What are the symptoms of Keratitis, hereditary ?",symptoms
What is (are) Amyopathic dermatomyositis ?,information
What are the symptoms of Amyopathic dermatomyositis ?,symptoms
"What is (are) 2,4-Dienoyl-CoA reductase deficiency ?",information
"What are the symptoms of 2,4-Dienoyl-CoA reductase deficiency ?",symptoms
What is (are) Syndactyly type 3 ?,information
What are the symptoms of Syndactyly type 3 ?,symptoms
Is Syndactyly type 3 inherited ?,information
What is (are) Opitz G/BBB syndrome ?,information
What are the symptoms of Opitz G/BBB syndrome ?,symptoms
What causes Opitz G/BBB syndrome ?,causes
Is Opitz G/BBB syndrome inherited ?,information
How to diagnose Opitz G/BBB syndrome ?,tests
What are the treatments for Opitz G/BBB syndrome ?,treatment
What is (are) Rickets ?,information
What are the symptoms of Rickets ?,symptoms
What causes Rickets ?,causes
How to diagnose Rickets ?,tests
What are the treatments for Rickets ?,treatment
What is (are) Variant Creutzfeldt-Jakob disease ?,information
What is (are) Benign rolandic epilepsy (BRE) ?,information
What are the symptoms of Benign rolandic epilepsy (BRE) ?,symptoms
What causes Benign rolandic epilepsy (BRE) ?,causes
What are the treatments for Benign rolandic epilepsy (BRE) ?,treatment
What is (are) Adult-onset Still's disease ?,information
What are the symptoms of Adult-onset Still's disease ?,symptoms
What causes Adult-onset Still's disease ?,causes
What are the symptoms of Osteogenesis imperfecta Levin type ?,symptoms
What are the symptoms of Carnevale syndrome ?,symptoms
What is (are) WAGR syndrome ?,information
What are the symptoms of WAGR syndrome ?,symptoms
What are the symptoms of Spastic paraplegia neuropathy poikiloderma ?,symptoms
What is (are) Primary orthostatic tremor ?,information
What are the symptoms of Primary orthostatic tremor ?,symptoms
What are the symptoms of Optic atrophy 1 and deafness ?,symptoms
What are the symptoms of Parkinson disease type 9 ?,symptoms
What is (are) Warthin tumor ?,information
What are the symptoms of Warthin tumor ?,symptoms
What causes Warthin tumor ?,causes
How to diagnose Warthin tumor ?,tests
What are the treatments for Warthin tumor ?,treatment
What is (are) Osteopetrosis autosomal recessive 5 ?,information
What are the symptoms of Osteopetrosis autosomal recessive 5 ?,symptoms
What are the symptoms of Palmer Pagon syndrome ?,symptoms
What are the symptoms of Paroxysmal cold hemoglobinuria ?,symptoms
What is (are) Keratosis follicularis spinulosa decalvans ?,information
What are the symptoms of Keratosis follicularis spinulosa decalvans ?,symptoms
What are the symptoms of Achondroplasia and Swiss type agammaglobulinemia ?,symptoms
What is (are) Sudden infant death syndrome ?,information
What are the symptoms of Sudden infant death syndrome ?,symptoms
What is (are) Osteopetrosis autosomal dominant type 2 ?,information
What are the symptoms of Osteopetrosis autosomal dominant type 2 ?,symptoms
What are the symptoms of Muscular dystrophy white matter spongiosis ?,symptoms
What is (are) Hemifacial myohyperplasia ?,information
What are the symptoms of Visceral steatosis ?,symptoms
"What are the symptoms of Welander distal myopathy, Swedish type ?",symptoms
What are the symptoms of Talonavicular coalition ?,symptoms
What are the symptoms of Autosomal dominant optic atrophy and cataract ?,symptoms
"What are the symptoms of Nystagmus 1, congenital, X- linked ?",symptoms
What are the symptoms of Jansen type metaphyseal chondrodysplasia ?,symptoms
What is (are) Frontal fibrosing alopecia ?,information
What are the symptoms of Frontal fibrosing alopecia ?,symptoms
What causes Frontal fibrosing alopecia ?,causes
Is Frontal fibrosing alopecia inherited ?,information
How to diagnose Frontal fibrosing alopecia ?,tests
What are the treatments for Frontal fibrosing alopecia ?,treatment
What is (are) Familial hypercholesterolemia ?,information
What are the symptoms of Familial hypercholesterolemia ?,symptoms
Is Familial hypercholesterolemia inherited ?,information
What are the treatments for Familial hypercholesterolemia ?,treatment
What is (are) Froelich syndrome ?,information
What are the symptoms of Froelich syndrome ?,symptoms
What causes Froelich syndrome ?,causes
How to diagnose Froelich syndrome ?,tests
What is (are) Tracheobronchopathia osteoplastica ?,information
What are the symptoms of Tracheobronchopathia osteoplastica ?,symptoms
What causes Tracheobronchopathia osteoplastica ?,causes
Is Tracheobronchopathia osteoplastica inherited ?,information
How to diagnose Tracheobronchopathia osteoplastica ?,tests
What are the treatments for Tracheobronchopathia osteoplastica ?,treatment
What is (are) Inflammatory linear verrucous epidermal nevus ?,information
What is (are) Olmsted syndrome ?,information
What are the symptoms of Olmsted syndrome ?,symptoms
What is (are) Nablus mask-like facial syndrome ?,information
What are the symptoms of Nablus mask-like facial syndrome ?,symptoms
What is (are) Pretibial epidermolysis bullosa ?,information
What are the symptoms of Pretibial epidermolysis bullosa ?,symptoms
What are the symptoms of Malignant hyperthermia arthrogryposis torticollis ?,symptoms
What are the symptoms of ABCD syndrome ?,symptoms
What are the symptoms of Hypoparathyroidism-retardation-dysmorphism syndrome ?,symptoms
What is (are) Autosomal dominant partial epilepsy with auditory features ?,information
What are the symptoms of Autosomal dominant partial epilepsy with auditory features ?,symptoms
"What are the symptoms of Progressive external ophthalmoplegia, autosomal recessive 1 ?",symptoms
What is (are) X-linked congenital stationary night blindness ?,information
What are the symptoms of X-linked congenital stationary night blindness ?,symptoms
How to diagnose X-linked congenital stationary night blindness ?,tests
What is (are) Myelodysplastic/myeloproliferative disease ?,information
What causes Myelodysplastic/myeloproliferative disease ?,causes
What is (are) Acquired pure red cell aplasia ?,information
What are the treatments for Acquired pure red cell aplasia ?,treatment
What is (are) Ewing sarcoma ?,information
What are the symptoms of Ewing sarcoma ?,symptoms
What causes Ewing sarcoma ?,causes
Is Ewing sarcoma inherited ?,information
What are the symptoms of Brugada syndrome 4 ?,symptoms
What are the symptoms of Gollop Coates syndrome ?,symptoms
What is (are) Acquired hemophilia ?,information
What are the symptoms of Lassueur-Graham-Little syndrome ?,symptoms
What is (are) Galactosialidosis ?,information
What are the symptoms of Galactosialidosis ?,symptoms
What causes Galactosialidosis ?,causes
Is Galactosialidosis inherited ?,information
What are the treatments for Galactosialidosis ?,treatment
What are the symptoms of Hypomandibular faciocranial dysostosis ?,symptoms
What are the symptoms of Fucosidosis type 1 ?,symptoms
What are the symptoms of Charcot-Marie-Tooth disease type 2N ?,symptoms
What are the symptoms of Spastic paraplegia 2 ?,symptoms
What is (are) Protein C deficiency ?,information
What are the symptoms of Protein C deficiency ?,symptoms
What causes Protein C deficiency ?,causes
Is Protein C deficiency inherited ?,information
How to diagnose Protein C deficiency ?,tests
What are the treatments for Protein C deficiency ?,treatment
What are the symptoms of Bardet-Biedl syndrome 6 ?,symptoms
What is (are) Multiple myeloma ?,information
What are the symptoms of Multiple myeloma ?,symptoms
What causes Multiple myeloma ?,causes
How to diagnose Multiple myeloma ?,tests
What are the treatments for Multiple myeloma ?,treatment
What is (are) Chondrocalcinosis 2 ?,information
What are the symptoms of Chondrocalcinosis 2 ?,symptoms
What causes Chondrocalcinosis 2 ?,causes
Is Chondrocalcinosis 2 inherited ?,information
How to diagnose Chondrocalcinosis 2 ?,tests
What are the treatments for Chondrocalcinosis 2 ?,treatment
What are the symptoms of Accessory deep peroneal nerve ?,symptoms
What is (are) Congenital myasthenic syndrome ?,information
Is Congenital myasthenic syndrome inherited ?,information
What is (are) Fitz-Hugh-Curtis syndrome ?,information
What are the treatments for Fitz-Hugh-Curtis syndrome ?,treatment
"What are the symptoms of Temporal epilepsy, familial ?",symptoms
What are the symptoms of Intrauterine growth retardation with increased mitomycin C sensitivity ?,symptoms
What is (are) Hemophagocytic lymphohistiocytosis ?,information
What are the symptoms of Hemophagocytic lymphohistiocytosis ?,symptoms
What causes Hemophagocytic lymphohistiocytosis ?,causes
Is Hemophagocytic lymphohistiocytosis inherited ?,information
How to diagnose Hemophagocytic lymphohistiocytosis ?,tests
What are the treatments for Hemophagocytic lymphohistiocytosis ?,treatment
What is (are) Vohwinkel syndrome ?,information
What are the symptoms of Vohwinkel syndrome ?,symptoms
"What are the symptoms of Arthrogryposis, distal, type 2E ?",symptoms
What is (are) Fuchs endothelial corneal dystrophy ?,information
Is Fuchs endothelial corneal dystrophy inherited ?,information
"What are the symptoms of Deafness, autosomal dominant nonsyndromic sensorineural 22 ?",symptoms
What are the symptoms of His bundle tachycardia ?,symptoms
What is (are) 15q11.2 microdeletion ?,information
What are the symptoms of 15q11.2 microdeletion ?,symptoms
What causes 15q11.2 microdeletion ?,causes
"What are the symptoms of Prosopagnosia, hereditary ?",symptoms
What are the symptoms of Immunodeficiency without anhidrotic ectodermal dysplasia ?,symptoms
What are the symptoms of Spinocerebellar ataxia 26 ?,symptoms
"What are the symptoms of Atrial myxoma, familial ?",symptoms
What is (are) Iridocorneal endothelial syndrome ?,information
What are the symptoms of Iridocorneal endothelial syndrome ?,symptoms
What causes Iridocorneal endothelial syndrome ?,causes
What are the treatments for Iridocorneal endothelial syndrome ?,treatment
"What are the symptoms of X-linked intellectual disability, Najm type ?",symptoms
What are the symptoms of Coenzyme Q10 deficiency ?,symptoms
What are the symptoms of Charcot-Marie-Tooth disease type 2B1 ?,symptoms
What are the symptoms of Upington disease ?,symptoms
What is (are) Kawasaki syndrome ?,information
What are the symptoms of Kawasaki syndrome ?,symptoms
What causes Kawasaki syndrome ?,causes
Is Kawasaki syndrome inherited ?,information
What are the treatments for Kawasaki syndrome ?,treatment
What is (are) GM1 gangliosidosis ?,information
What are the symptoms of GM1 gangliosidosis ?,symptoms
What causes GM1 gangliosidosis ?,causes
Is GM1 gangliosidosis inherited ?,information
How to diagnose GM1 gangliosidosis ?,tests
What are the treatments for GM1 gangliosidosis ?,treatment
What is (are) GRACILE syndrome ?,information
What are the symptoms of GRACILE syndrome ?,symptoms
What are the symptoms of Renal dysplasia-limb defects syndrome ?,symptoms
What are the symptoms of Preaxial polydactyly type 1 ?,symptoms
What is (are) Hemophilia ?,information
What are the symptoms of Spinocerebellar ataxia 28 ?,symptoms
What are the symptoms of Fallot complex with severe mental and growth retardation ?,symptoms
What is (are) WaterhouseFriderichsen syndrome ?,information
What are the symptoms of WaterhouseFriderichsen syndrome ?,symptoms
What causes WaterhouseFriderichsen syndrome ?,causes
What are the treatments for WaterhouseFriderichsen syndrome ?,treatment
What is (are) Neuroacanthocytosis ?,information
What are the treatments for Neuroacanthocytosis ?,treatment
What is (are) Lenz microphthalmia syndrome ?,information
What are the symptoms of Lenz microphthalmia syndrome ?,symptoms
What is (are) Denys-Drash syndrome ?,information
What are the symptoms of Denys-Drash syndrome ?,symptoms
What causes Denys-Drash syndrome ?,causes
Is Denys-Drash syndrome inherited ?,information
What is (are) Microcephalic osteodysplastic primordial dwarfism type 1 ?,information
What are the symptoms of Microcephalic osteodysplastic primordial dwarfism type 1 ?,symptoms
What causes Microcephalic osteodysplastic primordial dwarfism type 1 ?,causes
Is Microcephalic osteodysplastic primordial dwarfism type 1 inherited ?,information
What are the treatments for Microcephalic osteodysplastic primordial dwarfism type 1 ?,treatment
What are the symptoms of Transient bullous dermolysis of the newborn ?,symptoms
What is (are) Inclusion body myositis ?,information
What are the symptoms of Inclusion body myositis ?,symptoms
What are the symptoms of Neonatal adrenoleukodystrophy ?,symptoms
What are the symptoms of Orofaciodigital syndrome 11 ?,symptoms
What is (are) Polymyositis ?,information
What are the symptoms of Polymyositis ?,symptoms
How to diagnose Polymyositis ?,tests
What are the treatments for Polymyositis ?,treatment
What is (are) Cutaneous mastocytosis ?,information
What are the symptoms of Cutaneous mastocytosis ?,symptoms
What causes Cutaneous mastocytosis ?,causes
Is Cutaneous mastocytosis inherited ?,information
How to diagnose Cutaneous mastocytosis ?,tests
What are the treatments for Cutaneous mastocytosis ?,treatment
What is (are) Polyarteritis nodosa ?,information
What are the symptoms of Polyarteritis nodosa ?,symptoms
What are the treatments for Polyarteritis nodosa ?,treatment
What are the symptoms of Alopecia intellectual disability syndrome 2 ?,symptoms
What is (are) Permanent neonatal diabetes mellitus ?,information
What are the symptoms of Permanent neonatal diabetes mellitus ?,symptoms
What is (are) Hypohidrotic ectodermal dysplasia ?,information
How to diagnose Hypohidrotic ectodermal dysplasia ?,tests
What are the treatments for Hypohidrotic ectodermal dysplasia ?,treatment
What are the symptoms of Spondyloepiphyseal dysplasia-brachydactyly and distinctive speech ?,symptoms
What are the symptoms of Dystonia 1 ?,symptoms
What are the symptoms of Nasopharyngeal carcinoma ?,symptoms
What is (are) Meningioma ?,information
What are the treatments for Meningioma ?,treatment
What is (are) Nemaline myopathy ?,information
What are the symptoms of Multiple pterygium syndrome X-linked ?,symptoms
What are the symptoms of De Sanctis-Cacchione syndrome ?,symptoms
What are the symptoms of Chylomicron retention disease ?,symptoms
What are the symptoms of Meckel syndrome type 3 ?,symptoms
What is (are) Guanidinoacetate methyltransferase deficiency ?,information
What are the symptoms of Guanidinoacetate methyltransferase deficiency ?,symptoms
What is (are) Triple A syndrome ?,information
What are the symptoms of Triple A syndrome ?,symptoms
What causes Triple A syndrome ?,causes
Is Triple A syndrome inherited ?,information
What are the treatments for Triple A syndrome ?,treatment
What are the symptoms of Ramos Arroyo Clark syndrome ?,symptoms
What are the symptoms of Spinocerebellar ataxia 23 ?,symptoms
What are the symptoms of Pseudoaminopterin syndrome ?,symptoms
What is (are) 15q13.3 microduplication syndrome ?,information
What are the symptoms of Severe congenital neutropenia X-linked ?,symptoms
What is (are) Factor XI deficiency ?,information
What are the symptoms of Factor XI deficiency ?,symptoms
What are the symptoms of Game Friedman Paradice syndrome ?,symptoms
"What are the symptoms of Hypocalcemia, autosomal dominant ?",symptoms
What is (are) Dentatorubral-pallidoluysian atrophy ?,information
What are the symptoms of Dentatorubral-pallidoluysian atrophy ?,symptoms
What causes Dentatorubral-pallidoluysian atrophy ?,causes
Is Dentatorubral-pallidoluysian atrophy inherited ?,information
What are the treatments for Dentatorubral-pallidoluysian atrophy ?,treatment
What is (are) Snyder-Robinson syndrome ?,information
What are the symptoms of Snyder-Robinson syndrome ?,symptoms
What are the symptoms of Ulnar hypoplasia lobster claw deformity of feet ?,symptoms
What is (are) Retroperitoneal fibrosis ?,information
What are the symptoms of Retroperitoneal fibrosis ?,symptoms
What causes Retroperitoneal fibrosis ?,causes
What are the treatments for Retroperitoneal fibrosis ?,treatment
What is (are) Wernicke-Korsakoff syndrome ?,information
What are the symptoms of Wernicke-Korsakoff syndrome ?,symptoms
What are the treatments for Wernicke-Korsakoff syndrome ?,treatment
What are the symptoms of X-linked lymphoproliferative syndrome 1 ?,symptoms
"What is (are) Hereditary angiopathy with nephropathy, aneurysms, and muscle cramps syndrome ?",information
"What are the symptoms of Hereditary angiopathy with nephropathy, aneurysms, and muscle cramps syndrome ?",symptoms
"What are the treatments for Hereditary angiopathy with nephropathy, aneurysms, and muscle cramps syndrome ?",treatment
What is (are) Hemochromatosis type 1 ?,information
What are the symptoms of Hemochromatosis type 1 ?,symptoms
What are the treatments for Hemochromatosis type 1 ?,treatment
What is (are) Pachygyria ?,information
What are the symptoms of Pachygyria ?,symptoms
What causes Pachygyria ?,causes
What are the treatments for Pachygyria ?,treatment
What is (are) Homocystinuria ?,information
"What are the symptoms of Thyroid cancer, follicular ?",symptoms
What are the symptoms of Cranioacrofacial syndrome ?,symptoms
What is (are) Squamous cell carcinoma of the head and neck ?,information
What is (are) Kluver Bucy syndrome ?,information
What are the symptoms of Minicore myopathy with external ophthalmoplegia ?,symptoms
What is (are) Aberrant subclavian artery ?,information
What are the symptoms of Thalamic degeneration symmetrical infantile ?,symptoms
What is (are) Mucoepidermoid carcinoma ?,information
"What are the symptoms of Aganglionosis, total intestinal ?",symptoms
What is (are) Alopecia universalis ?,information
What are the symptoms of Alopecia universalis ?,symptoms
What causes Alopecia universalis ?,causes
